query_id,participant_id,source_excel_row,prompt_group,query_raw,self_reported_title,query_clean,cleanup_actions,content_review_status,candidate_movie_id,target_status,duplicate_cluster,screening_flags,final_eligibility,eligibility_reason,split
P041_G3,P041,42,3,The scene where the Godfather dies.,The Godfather,The scene where the Godfather dies.,,pending_human_verification,M_77d9cf161b98,unverified,,explicit_target_title,,,
P042_G1,P042,43,1,The fire of hate gives way to the ash of grief,Avatar: Fire and Ash,The fire of hate gives way to the ash of grief,,pending_human_verification,M_6006905c6270,unverified,,,,,
P042_G2,P042,43,2,"After storming off following a heated argument with his father, the main character's rebellious son unexpectedly returns during a tense negotiation with Payakan, the majestic species of the water region.",Avatar: Fire and Ash,"After storming off following a heated argument with his father, the main character's rebellious son unexpectedly returns during a tense negotiation with Payakan, the majestic species of the water region.",,pending_human_verification,M_6006905c6270,unverified,,,,,
P042_G3,P042,43,3,"That part was so gripping, like the whole place was dead silent and then out of nowhere, the giant red dragon just snapped its eyes open —it looked so amazing. Right behind it, a massive fire just exploded, dyeing the whole sky bright red.",Avatar: Fire and Ash,"That part was so gripping, like the whole place was dead silent and then out of nowhere, the giant red dragon just snapped its eyes open —it looked so amazing. Right behind it, a massive fire just exploded, dyeing the whole sky bright red.",,pending_human_verification,M_6006905c6270,unverified,,,,,
P043_G1,P043,44,1,I am half-blood prince. ,Harry Potter and the Half-Blood Prince,I am half-blood prince.,normalize_whitespace,pending_human_verification,M_e5e13e51db56,unverified,,short_query_review_only,,,
P043_G2,P043,44,2,A wizard study at Howgarts school,Harry Potter and the Half-Blood Prince,A wizard study at Howgarts school,,pending_human_verification,M_e5e13e51db56,unverified,,,,,
P043_G3,P043,44,3,"The old Potions textbook was filled with handwritten notes, improved formulas, and Dark spells penned by the ""Half-Blood Prince.""",Harry Potter and the Half-Blood Prince,"The old Potions textbook was filled with handwritten notes, improved formulas, and Dark spells penned by the ""Half-Blood Prince.""",,pending_human_verification,M_e5e13e51db56,unverified,,,,,
P044_G1,P044,45,1,"Remember your name, Chihiro",Spirited Away,"Remember your name, Chihiro",,pending_human_verification,M_c8e063198718,unverified,,short_query_review_only,,,
P044_G2,P044,45,2,tells the story of a 10-year-old girl journey into the spirit world to save her parents.,Spirited Away,tells the story of a 10-year-old girl journey into the spirit world to save her parents.,,pending_human_verification,M_c8e063198718,unverified,,,,,
P044_G3,P044,45,3,Chihiro and her parents moved to a new house but got lost in an abandoned town. Chihiro's parents ate the food of the gods without asking permission and were punished by turning into pigs.,Spirited Away,Chihiro and her parents moved to a new house but got lost in an abandoned town. Chihiro's parents ate the food of the gods without asking permission and were punished by turning into pigs.,,pending_human_verification,M_c8e063198718,unverified,,,,,
P045_G1,P045,46,1,"“It is the unknown we fear when we look upon death and darkness, nothing more.”",Harry Potter and the Half-Blood Prince,"“It is the unknown we fear when we look upon death and darkness, nothing more.”",,pending_human_verification,M_e5e13e51db56,unverified,,,,,
P045_G2,P045,46,2,A young wizard uncovers a dark secret about his enemy while preparing for an inevitable final battle,Harry Potter and the Half-Blood Prince,A young wizard uncovers a dark secret about his enemy while preparing for an inevitable final battle,,pending_human_verification,M_e5e13e51db56,unverified,,,,,
P045_G3,P045,46,3,"A dark, misty cave surrounds a black lake as ghostly Inferi rise from the water, creating a haunting blue-green atmosphere",Harry Potter and the Half-Blood Prince,"A dark, misty cave surrounds a black lake as ghostly Inferi rise from the water, creating a haunting blue-green atmosphere",,pending_human_verification,M_e5e13e51db56,unverified,,,,,
P046_G1,P046,47,1,"My armor was never a distraction or a hobby, it was a cocoon. And now, I'm a changed man.",Iron Man 3,"My armor was never a distraction or a hobby, it was a cocoon. And now, I'm a changed man.",,pending_human_verification,M_447a6f05e6e4,unverified,,,,,
P046_G2,P046,47,2,Tony Stark suffers from panic attacks and severe insomnia after the battle with the aliens.,Iron Man 3,Tony Stark suffers from panic attacks and severe insomnia after the battle with the aliens.,,pending_human_verification,M_447a6f05e6e4,unverified,,,,,
P046_G3,P046,47,3,The gathering of the Iron Legion.,Iron Man 3,The gathering of the Iron Legion.,,pending_human_verification,M_447a6f05e6e4,unverified,,,,,
P047_G1,P047,48,1,They are nice because they’re rich.,Parasite,They are nice because they’re rich.,,pending_human_verification,M_67f2ddb503c9,unverified,,,,,
P047_G2,P047,48,2,A poor family gradually infiltrates a wealthy household by taking over their domestic jobs,Parasite,A poor family gradually infiltrates a wealthy household by taking over their domestic jobs,,pending_human_verification,M_67f2ddb503c9,unverified,,,,,
P047_G3,P047,48,3,"A luxurious modern house contrasts with a cramped semi-basement apartment, highlighting the stark divide between rich and poor",Parasite,"A luxurious modern house contrasts with a cramped semi-basement apartment, highlighting the stark divide between rich and poor",,pending_human_verification,M_67f2ddb503c9,unverified,,,,,
P048_G1,P048,49,1,He's not lost. Not anymore.,Toy Story 4,He's not lost. Not anymore.,,pending_human_verification,M_348cb261fb24,unverified,,,,,
P048_G2,P048,49,2,"Woody struggles to protect Forky, an unlikely toy handmade by his young owner, Bonnie, from a discarded spork during a road trip. Along the way, Woody reunites with Bo Peep, the shepherdess who has been separated from the group for years and has chosen to live freely on her own.
",Toy Story 4,"Woody struggles to protect Forky, an unlikely toy handmade by his young owner, Bonnie, from a discarded spork during a road trip. Along the way, Woody reunites with Bo Peep, the shepherdess who has been separated from the group for years and has chosen to live freely on her own.",normalize_whitespace,pending_human_verification,M_348cb261fb24,unverified,,,,,
P048_G3,P048,49,3,"At a colorful carnival at sunset, Woody must choose between returning to his friends or staying with Bo Peep. After a heartfelt goodbye to Buzz and the others, he walks toward Bo Peep, beginning a new life of freedom.",Toy Story 4,"At a colorful carnival at sunset, Woody must choose between returning to his friends or staying with Bo Peep. After a heartfelt goodbye to Buzz and the others, he walks toward Bo Peep, beginning a new life of freedom.",,pending_human_verification,M_348cb261fb24,unverified,,,,,
P049_G1,P049,50,1,"The past can hurt. But the way I see it, you can either run from it, or learn from it.",The Lion King,"The past can hurt. But the way I see it, you can either run from it, or learn from it.",,pending_human_verification,M_3f5c95a88181,unverified,,,,,
P049_G2,P049,50,2,"A young lion cub must overcome the tragic loss of his father and the betrayal of his uncle to grow into adulthood, eventually returning to reclaim his rightful kingdom.",The Lion King,"A young lion cub must overcome the tragic loss of his father and the betrayal of his uncle to grow into adulthood, eventually returning to reclaim his rightful kingdom.",,pending_human_verification,M_3f5c95a88181,unverified,,,,,
P049_G3,P049,50,3,"The screen bursts from pitch black into brilliant deep red, burnt orange, and golden yellow hues as the sun breaks over the horizon. The striking light creates majestic, sharp silhouettes of acacia trees and wild animals trekking through the glowing dawn toward the towering rock formation.",The Lion King,"The screen bursts from pitch black into brilliant deep red, burnt orange, and golden yellow hues as the sun breaks over the horizon. The striking light creates majestic, sharp silhouettes of acacia trees and wild animals trekking through the glowing dawn toward the towering rock formation.",,pending_human_verification,M_3f5c95a88181,unverified,,,,,
P050_G1,P050,51,1,life is like a box of chocolates,Forrest Gump,life is like a box of chocolates,,pending_human_verification,M_c1447a5f1fdd,unverified,,,,,
P050_G2,P050,51,2,slow-witted but kind man accidentally becomes part of big historical events while loving just one girl ,Forrest Gump,slow-witted but kind man accidentally becomes part of big historical events while loving just one girl,normalize_whitespace,pending_human_verification,M_c1447a5f1fdd,unverified,,,,,
P050_G3,P050,51,3,a white feather floating down from the sky to land next to dirty running shoes on a park bench,Forrest Gump,a white feather floating down from the sky to land next to dirty running shoes on a park bench,,pending_human_verification,M_c1447a5f1fdd,unverified,,,,,
P051_G1,P051,52,1,To infinity and beyond,Toy Story 4,To infinity and beyond,,pending_human_verification,M_348cb261fb24,unverified,,short_query_review_only,,,
P051_G2,P051,52,2,A toy helps a new handmade toy find its purpose and decides to leave the group to start a new life.,Toy Story 4,A toy helps a new handmade toy find its purpose and decides to leave the group to start a new life.,,pending_human_verification,M_348cb261fb24,unverified,,,,,
P051_G3,P051,52,3,"Colorful toys travel through a carnival at night, surrounded by bright lights and colorful attractions.",Toy Story 4,"Colorful toys travel through a carnival at night, surrounded by bright lights and colorful attractions.",,pending_human_verification,M_348cb261fb24,unverified,,,,,
P052_G1,P052,53,1,elio elio elio oliver oliver oliver,Call Me by Your Name,elio elio elio oliver oliver oliver,,pending_human_verification,M_96ff93cd7483,unverified,,,,,
P052_G2,P052,53,2,"Two men fall in love, but one of them marries a woman.",Call Me by Your Name,"Two men fall in love, but one of them marries a woman.",,pending_human_verification,M_96ff93cd7483,unverified,,,,,
P052_G3,P052,53,3,Northern Italy — a peaceful countryside setting for a quiet summer romance.,Call Me by Your Name,Northern Italy — a peaceful countryside setting for a quiet summer romance.,,pending_human_verification,M_96ff93cd7483,unverified,,,,,
P053_G1,P053,54,1,Iron Man 3: Tony,Iron Man 3,Iron Man 3: Tony,,pending_human_verification,M_447a6f05e6e4,unverified,,short_query_review_only;explicit_target_title;manual_review_possible_nonresponsive_row,,,
P053_G2,P053,54,2,Iron Man 3: fly,Iron Man 3,Iron Man 3: fly,,pending_human_verification,M_447a6f05e6e4,unverified,,short_query_review_only;explicit_target_title;manual_review_possible_nonresponsive_row,,,
P053_G3,P053,54,3,Iron Man 3: nigga,Iron Man 3,Iron Man 3: nigga,,pending_human_verification,M_447a6f05e6e4,unverified,,short_query_review_only;explicit_target_title;manual_review_possible_nonresponsive_row,,,
P054_G1,P054,55,1,"Once you’ve met someone, you never really forget them.",Spirited Away,"Once you’ve met someone, you never really forget them.",,pending_human_verification,M_c8e063198718,unverified,,,,,
P054_G2,P054,55,2,"A young girl enters a spirit world and tries to save her parents, then she meets a mysterious boy who helps her, and she gradually opens up to him.",Spirited Away,"A young girl enters a spirit world and tries to save her parents, then she meets a mysterious boy who helps her, and she gradually opens up to him.",,pending_human_verification,M_c8e063198718,unverified,,,,,
P054_G3,P054,55,3,"A magical bathhouse glowing with warm lights at night, surrounded by spirits and mist.",Spirited Away,"A magical bathhouse glowing with warm lights at night, surrounded by spirits and mist.",,pending_human_verification,M_c8e063198718,unverified,,,,,
P055_G1,P055,56,1,"After all, tomorrow is another day.",Gone with the Wind,"After all, tomorrow is another day.",,pending_human_verification,M_8ee2c71d9612,unverified,,,,,
P055_G2,P055,56,2,"A strong-willed woman struggles to survive war, loss, and a complicated love.",Gone with the Wind,"A strong-willed woman struggles to survive war, loss, and a complicated love.",,pending_human_verification,M_8ee2c71d9612,unverified,,,,,
P055_G3,P055,56,3,A grand Southern plantation under a dramatic red sunset during the Civil War.,Gone with the Wind,A grand Southern plantation under a dramatic red sunset during the Civil War.,,pending_human_verification,M_8ee2c71d9612,unverified,,,,,
P056_G1,P056,57,1,"Remember who you are, my son.",The Lion King,"Remember who you are, my son.",,pending_human_verification,M_3f5c95a88181,unverified,,,,,
P056_G2,P056,57,2,"A young lion runs away after losing his father, then returns to reclaim his home.",The Lion King,"A young lion runs away after losing his father, then returns to reclaim his home.",,pending_human_verification,M_3f5c95a88181,unverified,,,,,
P056_G3,P056,57,3,A vast African savanna glowing under a golden sunrise.,The Lion King,A vast African savanna glowing under a golden sunrise.,,pending_human_verification,M_3f5c95a88181,unverified,,,,,
P057_G1,P057,58,1,Even the smallest person can change the course of the future.,The Lord of the Rings: The Fellowship of the Ring,Even the smallest person can change the course of the future.,,pending_human_verification,M_68e1909273a1,unverified,,,,,
P057_G2,P057,58,2,A young hobbit begins a dangerous journey to destroy a powerful ring.,The Lord of the Rings: The Fellowship of the Ring,A young hobbit begins a dangerous journey to destroy a powerful ring.,,pending_human_verification,M_68e1909273a1,unverified,,,,,
P057_G3,P057,58,3,A peaceful green village surrounded by rolling hills and cozy underground homes.,The Lord of the Rings: The Fellowship of the Ring,A peaceful green village surrounded by rolling hills and cozy underground homes.,,pending_human_verification,M_68e1909273a1,unverified,,,,,
P058_G1,P058,59,1,We all go a little mad sometimes.,Psycho,We all go a little mad sometimes.,,pending_human_verification,M_24281f3f73ab,unverified,,,,,
P058_G2,P058,59,2,A woman stops at a lonely motel and becomes caught in a disturbing mystery.,Psycho,A woman stops at a lonely motel and becomes caught in a disturbing mystery.,,pending_human_verification,M_24281f3f73ab,unverified,,,,,
P058_G3,P058,59,3,"A dark isolated motel beneath a gloomy sky, with an old house standing on the hill behind it.",Psycho,"A dark isolated motel beneath a gloomy sky, with an old house standing on the hill behind it.",,pending_human_verification,M_24281f3f73ab,unverified,,,,,
P059_G1,P059,60,1,"You mustn’t be afraid to dream a little bigger, darling.",Inception,"You mustn’t be afraid to dream a little bigger, darling.",,pending_human_verification,M_16fdfdc5ebe4,unverified,DUP002,,,,
P059_G2,P059,60,2,A skilled thief enters people’s dreams to plant an idea in someone’s mind.,Inception,A skilled thief enters people’s dreams to plant an idea in someone’s mind.,,pending_human_verification,M_16fdfdc5ebe4,unverified,,,,,
P059_G3,P059,60,3,"A city street bends upward as buildings fold over each other like a giant mirror.
",Inception,A city street bends upward as buildings fold over each other like a giant mirror.,normalize_whitespace,pending_human_verification,M_16fdfdc5ebe4,unverified,,,,,
P060_G1,P060,61,1,"If you run, the beast catches you; if you stay, the beast eats you.",City Of God,"If you run, the beast catches you; if you stay, the beast eats you.",,pending_human_verification,M_32e351738d20,unverified,DUP001,,,,
P060_G2,P060,61,2,A young boy grows up in a violent neighborhood and dreams of escaping through photography.,City Of God,A young boy grows up in a violent neighborhood and dreams of escaping through photography.,,pending_human_verification,M_32e351738d20,unverified,,,,,
P060_G3,P060,61,3,"Narrow streets filled with colorful houses, dusty alleys, and groups of children under the bright Brazilian sun.",City Of God,"Narrow streets filled with colorful houses, dusty alleys, and groups of children under the bright Brazilian sun.",,pending_human_verification,M_32e351738d20,unverified,,,,,
P061_G1,P061,62,1,Nothing has been the same since New York.,Iron Man 3,Nothing has been the same since New York.,,pending_human_verification,M_447a6f05e6e4,unverified,,,,,
P061_G2,P061,62,2,A brilliant inventor faces a dangerous enemy while struggling with fear and anxiety after a major battle.,Iron Man 3,A brilliant inventor faces a dangerous enemy while struggling with fear and anxiety after a major battle.,,pending_human_verification,M_447a6f05e6e4,unverified,,,,,
P061_G3,P061,62,3,"A high-tech workshop filled with glowing armor suits, holographic screens, and metallic machinery.",Iron Man 3,"A high-tech workshop filled with glowing armor suits, holographic screens, and metallic machinery.",,pending_human_verification,M_447a6f05e6e4,unverified,,,,,
